id,amount,currency,merchant_name,issued_at,sender_account_id,recipient_account_id,credit_card_id
40080,4621.27,EUR,Fleury SEM,2012-06-13T17:22:32+02:00,1000,133,1000
40081,3179.94,EUR,Berger SA,2016-07-02T02:58:19+02:00,45,784,45
40082,217.84,EUR,Moreau EURL,2016-10-13T09:33:30+02:00,580,564,580
40083,4475.47,EUR,Dumas SARL,2004-11-15T20:08:16+01:00,168,4,168
40084,7029.13,EUR,Charpentier SA,2001-04-28T07:51:14+02:00,493,685,493
40085,1669.6,EUR,Laurent et Jacquet,2008-01-18T14:14:21+01:00,895,305,895
40086,9458.86,EUR,Leroux SARL,2013-03-17T22:32:47+01:00,931,225,931
40087,9327.36,EUR,Charles et Rodriguez,2000-10-27T17:08:55+02:00,524,716,524
40088,8009.21,EUR,Henry et Petit,2008-04-07T18:58:06+02:00,622,575,622
40089,7309.26,EUR,Jean et Martinez,2000-02-24T23:24:14+01:00,721,780,721
40090,2779.71,EUR,Roy SA,2006-02-25T09:43:45+01:00,783,173,783
40091,4072.7,EUR,Robert SCOP,2011-03-15T18:49:34+01:00,187,757,187
40092,5635.15,EUR,Paul SCOP,2011-02-18T09:49:32+01:00,710,147,710
40093,6002.51,EUR,Lambert et Picard,2018-12-04T15:07:02+01:00,930,241,930
40094,3304.78,EUR,Garcia EI,2013-08-24T15:23:04+02:00,982,785,982
40095,5889,EUR,Rodriguez et Vincent,2020-09-28T16:38:19+02:00,484,718,484
40096,4033.53,EUR,Jacquet EI,2016-07-29T17:39:42+02:00,394,760,394
40097,1631.2,EUR,Pierre et Hubert,2009-01-19T23:33:12+01:00,726,95,726
40098,7666.73,EUR,Durand EI,2016-05-07T23:57:57+02:00,152,946,152
40099,5614.05,EUR,Schmitt EI,2003-06-29T07:18:52+02:00,334,35,334
40100,418.33,EUR,Leclerc EURL,2009-06-16T21:26:51+02:00,136,783,136
40101,240.01,EUR,Roy et Garnier,2000-07-30T12:48:24+02:00,723,686,723
40102,562.8,EUR,Laine EURL,2019-12-19T23:04:59+01:00,318,891,318
40103,8720.59,EUR,Dumont et Colin,2014-09-27T02:42:40+02:00,471,893,471
40104,3977.61,MXN,Vidal EURL,2019-06-14T21:59:05+02:00,156,469,156
40105,4154.75,EUR,Fournier SARL,2013-08-22T21:14:00+02:00,402,930,402
40106,3753.14,EUR,Lucas GIE,2018-11-23T09:04:20+01:00,172,642,172
40107,5154.16,EUR,Mathieu et Michel,2017-12-20T10:18:12+01:00,522,601,522
40108,9417.71,EUR,Andre et Pons,2011-09-16T07:09:57+02:00,175,156,175
40109,6664.94,EUR,Simon et Morel,2017-12-04T12:45:49+01:00,18,18,18
40110,2417.29,EUR,Charpentier SAS,2011-04-09T20:02:17+02:00,773,505,773
40111,2338.3,EUR,Roche GIE,2019-11-19T18:30:14+01:00,505,650,505
40112,5081.25,EUR,Prevost et Perrot,2013-03-06T15:53:02+01:00,237,927,237
40113,7183.84,EUR,Paris et Lambert,2021-07-26T06:08:05+02:00,229,290,229
40114,3184.96,EUR,Picard SEM,2009-07-04T16:16:11+02:00,999,509,999
40115,9095.26,EUR,Fournier EURL,2009-09-19T00:29:16+02:00,405,620,405
40116,9758.68,EUR,Huet EURL,1999-05-11T17:03:26+02:00,18,262,18
40117,9703.66,EUR,Julien et Gerard,2021-02-25T07:35:03+01:00,981,582,981
40118,4062.6,EUR,Fournier SCOP,2020-12-29T07:03:58+01:00,729,94,729
40119,8931.59,EUR,Gaillard SA,2006-04-28T04:32:12+02:00,618,965,618
40120,4123.88,EUR,Carpentier GIE,2017-08-04T11:37:31+02:00,296,825,296
40121,4441.49,EUR,Barre et Gauthier,2023-11-12T03:18:15+01:00,349,897,349
40122,689.58,EUR,Leclerc et Leclercq,2002-10-30T02:25:10+01:00,627,416,627
40123,8826.25,EUR,Lemoine SAS,2001-11-11T04:18:49+01:00,916,776,916
40124,589664.77,EUR,Perrot et Chevalier,2017-12-03T21:52:44+01:00,835,662,835
40125,909291.02,EUR,Le gall GIE,2007-12-25T06:22:11+01:00,764,117,764
40126,2240.73,EUR,Mathieu et Marie,2022-01-10T13:10:32+01:00,104,229,104
40127,9110.39,KES,Marchal EI,2016-06-23T18:10:45+02:00,197,985,197
40128,9815.93,EUR,Carpentier et Lemaire,2023-03-10T21:26:05+01:00,508,527,508
40129,6054.39,EUR,Colin et Rousseau,2001-10-10T20:02:55+02:00,481,484,481
40130,5378.27,EUR,Henry EI,2009-05-15T19:35:19+02:00,707,369,707
40131,7630.89,EUR,Royer SEM,2006-03-15T06:26:33+01:00,12,748,12
40132,6844.4,EUR,Vincent EI,2003-07-15T08:11:48+02:00,835,696,835
40133,6849.15,EUR,Masson et Laine,2011-12-21T03:06:43+01:00,845,258,845
40134,805.99,EUR,Collet et Blanc,2003-02-09T14:43:03+01:00,145,123,145
40135,9517.86,EUR,Charpentier et Dupuy,2022-09-24T17:02:50+02:00,775,983,775
40136,4373.15,EUR,Boyer et Carre,2019-10-19T20:20:59+02:00,667,8,667
40137,6315.25,EUR,Renaud et Perez,2011-10-22T05:01:07+02:00,189,533,189
40138,7849.28,EUR,Lacroix et Da silva,2002-12-08T13:46:20+01:00,394,604,394
40139,9889.2,EUR,Legrand SARL,2011-04-12T14:13:48+02:00,19,651,19
40140,988.3,EUR,Muller et Carre,2003-04-12T04:44:50+02:00,11,578,11
40141,4906.83,EUR,Robin et Lucas,2000-04-21T06:54:06+02:00,449,60,449
40142,818223.79,EUR,Da silva et Maillard,2020-07-31T17:14:58+02:00,932,470,932
40143,993.56,EUR,Collet et Roche,2004-09-18T07:41:47+02:00,977,564,977
40144,4250.81,EUR,Gauthier SAS,2011-09-26T18:14:13+02:00,743,295,743
40145,4208.85,EUR,Aubert EI,2009-03-28T23:43:16+01:00,893,640,893
40146,877.71,EUR,Deschamps et Breton,1999-05-24T07:13:14+02:00,920,323,920
40147,6644.9,EUR,Huet et Caron,2004-11-10T12:27:54+01:00,637,625,637
40148,259.73,EUR,Gautier SEM,2023-12-20T12:25:20+01:00,88,733,88
40149,9818.8,EUR,Joly et Roger,2021-06-07T19:54:29+02:00,958,932,958
40150,7347.44,EUR,Moreau et Garcia,2008-11-06T22:06:00+01:00,162,56,162
40151,511.2,EUR,Jacquet et Leroy,2001-09-28T07:36:02+02:00,650,336,650
40152,5700.87,EUR,Guillot et Lefevre,2016-07-11T09:06:18+02:00,653,742,653
40153,6504.96,EUR,Rodriguez et Charpentier,2012-06-11T08:51:22+02:00,197,306,197
40154,9772.71,EUR,Leclerc SCOP,2006-07-28T09:15:13+02:00,135,336,426
40155,870523.68,EUR,Henry SA,2012-06-10T02:29:26+02:00,468,623,468
40156,874.28,EUR,Renaud SCOP,2003-09-18T17:54:47+02:00,116,386,116
40157,952.19,EUR,Lucas SAS,2000-12-20T07:41:40+01:00,281,82,281
40158,89.27,EUR,Robert et Guyot,2003-02-18T19:23:03+01:00,955,636,955
40159,3752.74,EUR,Schmitt SAS,2008-01-22T00:40:55+01:00,85,123,85
40160,7829.5,EUR,Gerard et Collet,2005-02-24T14:54:24+01:00,943,56,943
40161,1863.54,EUR,Meyer et Andre,2019-06-10T23:23:22+02:00,134,70,134
40162,7784.99,EUR,Pierre SEM,2001-12-17T11:29:56+01:00,775,822,775
40163,64716.68,EUR,Richard et Rodriguez,2002-10-20T21:47:43+02:00,554,985,554
40164,3145.28,EUR,Bonnet et Mercier,1999-04-09T08:11:21+02:00,988,773,988
40165,9292.33,EUR,Thomas et Julien,2016-02-18T23:26:39+01:00,39,411,39
40166,1166.51,EUR,Lambert SEM,2011-06-22T23:05:16+02:00,81,770,81
40167,3402.68,EUR,Francois EURL,2017-05-01T03:58:42+02:00,613,384,613
40168,3419.96,EUR,Bertrand SAS,2022-02-06T02:35:57+01:00,257,113,257
40169,6618.96,EUR,Riviere SARL,2004-04-22T22:05:59+02:00,813,415,813
40170,8193.08,EUR,Francois et Roussel,2000-01-06T13:08:22+01:00,340,886,340
40171,360.42,EUR,Marchand EI,2006-03-11T20:25:05+01:00,9,276,9
40172,5125.09,EUR,Fournier et Arnaud,2015-08-31T04:02:02+02:00,490,890,10
40173,4744.05,EUR,Henry SEM,2023-05-20T07:00:01+02:00,810,234,810
40174,8839.8,EUR,Francois SAS,2000-01-30T19:09:09+01:00,696,992,696
40175,715,EUR,Schneider SARL,2017-03-23T21:56:40+01:00,963,854,963
40176,2664.29,EUR,Marty EURL,2020-06-07T21:28:41+02:00,308,647,308
40177,6521.96,EUR,Blanchard EI,2006-12-07T18:47:05+01:00,422,190,422
40178,3498.11,EUR,Renaud SA,2019-07-04T11:07:18+02:00,266,322,266
40179,191298.93,EUR,Mercier et Girard,2001-06-02T09:02:11+02:00,618,656,618
40180,6079.43,EUR,Richard et Rey,2021-04-08T03:22:48+02:00,302,876,302
40181,8587.65,BMD,Meyer GIE,2006-12-27T09:01:53+01:00,289,255,289
40182,6718.31,EUR,Aubert EURL,2002-10-07T09:06:20+02:00,436,793,436
40183,278.66,EUR,Arnaud et Remy,2008-07-23T14:48:34+02:00,19,15,19
40184,9649.67,EUR,Perrot et Rey,2013-08-16T14:17:06+02:00,797,909,797
40185,4025.38,EUR,Olivier et Royer,2012-12-05T06:28:16+01:00,550,15,550
40186,1106.73,EUR,Martin EI,2013-08-11T14:25:44+02:00,686,879,686
40187,3221.66,EUR,Charles et Barre,2003-07-11T21:18:02+02:00,66,221,66
40188,3678.37,EUR,Fabre EURL,2011-02-27T12:38:18+01:00,684,798,684
40189,7000.72,EUR,Rousseau SCOP,2021-03-01T06:42:23+01:00,765,203,765
40190,6562.79,EUR,Olivier et Laurent,2020-06-11T18:53:08+02:00,170,288,170
40191,9185.39,EUR,Lopez et Le gall,2003-04-19T05:22:50+02:00,489,604,489
40192,8880.62,EUR,Jean et Renault,2018-02-14T05:23:57+01:00,40,632,40
40193,9838.56,EUR,Paris SAS,2015-04-27T08:33:40+02:00,119,234,119
40194,2716.58,NAD,Baron EURL,2008-05-21T22:15:35+02:00,126,828,126
40195,8113.96,EUR,Colin et Bernard,2017-11-01T17:38:37+01:00,633,35,633
40196,5835.66,EUR,Julien et Berger,2022-12-29T23:15:24+01:00,695,97,695
40197,7865.85,EUR,Petit et Roche,2002-08-15T00:14:28+02:00,715,880,715
40198,6760.99,EUR,Cousin EURL,2016-07-19T06:29:10+02:00,289,166,289
40199,5726.67,EUR,Petit et Lacroix,2015-09-09T03:30:23+02:00,647,475,647
40200,8221.98,EUR,Girard et Martinez,2006-09-04T12:31:36+02:00,782,840,782
40201,5114.06,EUR,Caron et Muller,2018-06-26T07:24:33+02:00,205,32,205
40202,7536.24,EUR,Blanc SEM,2000-04-01T13:18:00+02:00,173,695,173
40203,681.44,EUR,Julien et Marchal,2022-05-29T04:29:05+02:00,982,601,982
40204,645.95,EUR,Gautier et Michel,2009-03-18T03:02:54+01:00,380,38,380
40205,4844.87,EUR,Lefebvre SA,2001-03-17T09:51:45+01:00,941,147,941
40206,6233.48,EUR,Lecomte SA,2023-07-13T11:44:45+02:00,285,723,285
40207,268893.64,EUR,Lambert et Lopez,2022-08-20T22:51:36+02:00,800,365,800
40208,2277.82,EUR,Huet SEM,2002-06-28T05:34:41+02:00,668,741,668
40209,6721.39,EUR,Renault et Robert,2017-05-05T21:59:25+02:00,820,865,820
40210,5734.73,EUR,Leclercq EI,2010-09-20T15:39:36+02:00,144,87,144
40211,6221.37,LAK,Meyer SA,2000-08-17T09:52:59+02:00,967,568,967
40212,9976.04,EUR,Meunier SAS,2019-06-02T03:35:02+02:00,711,951,711
40213,274.93,EUR,Gauthier EI,2003-12-13T12:31:04+01:00,961,409,961
40214,206067.44,EUR,Dupuy et Perrot,2015-07-25T06:28:35+02:00,354,622,354
40215,6855.65,EUR,Picard EURL,2020-12-25T06:21:46+01:00,358,752,358
40216,1954.28,EUR,Faure et Barbier,2016-08-30T02:51:29+02:00,982,59,982
40217,7875.56,EUR,Collet EI,2009-11-16T07:35:50+01:00,873,229,873
40218,6307.71,EUR,Joly et Gaillard,1999-05-29T15:52:34+02:00,852,863,852
40219,7180.96,EUR,Olivier EI,2005-08-28T20:13:07+02:00,952,596,952
40220,1234.34,EUR,Lemaire SAS,2006-08-30T10:32:12+02:00,196,249,196
40221,3940.59,EUR,Arnaud et Da silva,2020-05-29T22:49:09+02:00,570,542,570
40222,225891.54,EUR,Lucas et Roussel,2021-06-20T18:19:19+02:00,724,98,54
40223,4359.19,EUR,Jean et Jacquet,1999-10-17T12:11:06+02:00,164,404,164
40224,1785.43,EUR,Fleury et Lemaire,2019-07-02T09:28:33+02:00,827,728,827
40225,8524.86,EUR,Lefebvre et Pons,2015-01-24T22:10:54+01:00,436,918,436
40226,8835.05,EUR,Fontaine et Andre,2000-04-03T04:06:29+02:00,5,16,5
40227,6397.65,EUR,Meunier SARL,2022-03-06T21:28:05+01:00,233,670,233
40228,752.91,EUR,Picard SA,2003-07-18T02:26:24+02:00,721,804,599
40229,1783.59,EUR,Blanchard SARL,2005-04-08T17:05:47+02:00,182,608,182
40230,3437.66,ILS,Marie et David,2017-02-25T08:13:10+01:00,699,142,699
40231,840244.5,EUR,Fleury et Remy,2016-04-07T02:41:49+02:00,456,178,456
40232,56.82,EUR,Barre et Mathieu,2020-11-27T02:11:16+01:00,403,123,403
40233,5168.15,EUR,Huet SAS,2017-04-23T02:05:28+02:00,331,774,331
40234,2095.91,EUR,Da silva SA,2021-07-17T19:09:05+02:00,196,970,196
40235,4444.14,EUR,Noel et Michel,2013-04-12T03:30:55+02:00,349,566,349
40236,2816.9,EUR,Giraud et Lemoine,2012-04-25T12:53:04+02:00,462,864,462
40237,7955.77,EUR,Muller et Colin,2022-06-28T06:14:43+02:00,21,891,21
40238,6001.27,EUR,Fabre et Bertrand,2010-11-24T14:19:23+01:00,944,302,944
40239,487.58,EUR,Guillot et Perrot,2015-12-13T15:10:24+01:00,545,205,545
40240,5378.25,EUR,Simon et Olivier,2011-02-14T01:08:33+01:00,776,373,776
40241,1851.71,EUR,Breton et Prevost,2010-09-10T22:48:57+02:00,159,601,159
40242,8592.16,JMD,Joly GIE,2014-02-12T22:51:52+01:00,697,920,840
40243,9477.95,EUR,Bonnet et Martin,2000-11-06T22:57:58+01:00,6,538,6
40244,6171.78,EUR,Deschamps et Lambert,2014-12-10T05:16:08+01:00,22,32,466
40245,5132.23,EUR,Marty EURL,2007-01-17T08:19:50+01:00,754,443,754
40246,1886,PKR,Carre et Noel,2000-03-20T17:23:44+01:00,276,871,278
40247,5627.34,EUR,Gauthier SAS,2021-07-12T22:53:18+02:00,697,20,697
40248,439.04,BRL,Carre EURL,2019-07-04T03:32:43+02:00,647,870,647
40249,5085.57,EUR,Dumas SCOP,2015-10-10T15:33:08+02:00,985,902,985
40250,5864.3,EUR,Meunier SA,2000-09-08T21:30:57+02:00,133,42,133
40251,7389.24,EUR,Colin SCOP,1999-12-18T10:06:50+01:00,382,544,382
40252,8898.78,EUR,Perez EURL,2018-11-15T13:58:01+01:00,114,901,114
40253,8791.95,EUR,Garnier SARL,2019-07-31T18:48:05+02:00,331,181,331
40254,3869.29,EUR,Dufour et Carre,2020-08-29T03:23:21+02:00,666,925,666
40255,984.39,EUR,Rodriguez et Denis,2005-08-18T09:10:26+02:00,322,83,322
40256,348337.45,EUR,Leroux SEM,2009-04-18T17:52:02+02:00,565,16,565
40257,2044.99,EUR,Nguyen et Brunet,2023-02-20T09:27:14+01:00,430,892,430
40258,4182.71,EUR,Morin et Fleury,2010-10-08T01:48:49+02:00,224,709,335
40259,4654.09,EUR,Hubert SA,2006-12-12T03:29:06+01:00,702,653,702
40260,1867.97,EUR,Leclerc SAS,2011-06-17T05:45:24+02:00,127,401,776
40261,9208.62,EUR,Gautier et Renard,2005-12-18T15:14:48+01:00,771,379,771
40262,1100.83,DKK,Charpentier et Guyot,2020-11-25T16:07:28+01:00,914,56,914
40263,3484.64,EUR,Dupont GIE,2007-09-15T02:06:49+02:00,201,497,201
40264,9443.43,EUR,Dubois et Colin,2022-12-08T20:25:24+01:00,822,842,822
40265,3222.8,EUR,Renaud et Boyer,2019-02-28T13:33:28+01:00,491,360,491
40266,6361.64,EUR,Philippe et Moulin,2001-05-27T16:14:36+02:00,748,560,339
40267,6387.27,EUR,Lecomte SEM,2019-01-20T14:41:21+01:00,524,935,524
40268,6270.11,EUR,Benoit et Gautier,2009-04-07T17:35:17+02:00,386,744,386
40269,5222.8,EUR,Nguyen et Bonnet,2005-12-03T08:25:48+01:00,555,894,555
40270,5069.51,EUR,Gerard et Denis,2004-02-07T07:45:30+01:00,759,30,759
40271,3984.46,EUR,Girard et Olivier,2016-09-21T21:39:38+02:00,17,312,17
40272,9135.79,EUR,Carre SEM,2007-03-14T19:43:22+01:00,701,517,701
40273,3787.61,EUR,Royer et Leroy,2003-10-13T12:23:41+02:00,269,490,269
40274,8016.33,EUR,Morin et Gauthier,2012-06-02T19:05:21+02:00,346,580,346
40275,8742.98,EUR,Petit et Leroy,2018-12-05T23:30:56+01:00,348,104,348
40276,5183.56,EUR,Hubert SAS,2012-06-11T20:10:40+02:00,825,646,825
40277,6833.08,EUR,Philippe GIE,2006-02-11T10:44:47+01:00,215,269,215
40278,1783.52,EUR,Maillard et Martin,2020-08-25T12:45:17+02:00,915,746,915
40279,1137.78,EUR,Dufour SAS,2006-05-15T19:54:18+02:00,555,584,555
40280,2160.71,EUR,Breton EI,2008-03-09T22:36:07+01:00,281,933,281
40281,3236.96,EUR,Fleury EI,2018-01-21T01:45:15+01:00,23,226,23
40282,2735.95,PLN,Roger SCOP,2011-05-17T22:22:05+02:00,811,859,811
40283,8835.99,EUR,Gaillard GIE,2006-07-09T02:04:28+02:00,587,700,587
40284,3833.27,EUR,Guerin GIE,2008-02-11T16:57:33+01:00,892,259,892
40285,6735.45,EUR,Lefebvre SEM,2015-10-17T11:02:15+02:00,817,721,817
40286,6669.93,EUR,Michel et Schmitt,2000-07-16T12:16:57+02:00,362,927,362
40287,634821.56,EUR,Roche et Moreau,2008-05-29T21:50:35+02:00,847,596,847
40288,1118.21,EUR,Petit SA,2000-09-22T01:19:00+02:00,518,221,155
40289,8243.8,EUR,Guerin GIE,1999-07-12T01:14:03+02:00,787,157,787
40290,7852.2,EUR,Fournier et Bourgeois,2006-07-23T22:18:47+02:00,579,964,579
40291,1192.84,EUR,Martin et Roux,2021-10-02T08:11:20+02:00,532,86,532
40292,336.03,EUR,Boyer et Guillot,2002-01-26T12:18:50+01:00,917,941,917
40293,3837.37,EUR,Dufour et Gerard,2008-08-12T05:18:37+02:00,608,211,608
40294,5911.56,EUR,Garnier SA,2006-04-17T22:25:01+02:00,535,212,535
40295,5476.4,EUR,Huet et Roy,2022-04-05T03:24:20+02:00,489,719,489
40296,8496.29,EUR,Schmitt SAS,2023-01-15T02:13:29+01:00,539,741,539
40297,2004.78,EUR,Leclerc SARL,2006-08-06T05:34:19+02:00,511,654,511
40298,4864,EUR,Cousin SA,2005-08-13T16:34:42+02:00,491,982,491
40299,1460.84,EUR,Petit et Masson,2004-08-18T00:01:14+02:00,196,289,196
40300,4442.5,EUR,Rolland et Lemoine,2002-05-12T10:06:46+02:00,170,77,170
40301,4761.46,EUR,Barbier et Mathieu,2008-05-05T05:57:12+02:00,334,467,334
40302,6813.68,EUR,Petit EI,2020-10-17T10:50:26+02:00,858,491,858
40303,1076.97,EUR,Carre SCOP,1999-08-02T22:37:41+02:00,96,694,96
40304,7189.15,EUR,Lucas SCOP,2021-04-05T12:56:02+02:00,197,886,197
40305,1540.49,EUR,Gaillard GIE,2000-09-05T08:08:22+02:00,811,660,811
40306,7419.48,EUR,Garnier SA,2004-11-09T23:15:07+01:00,150,54,150
40307,3825.46,EUR,Renaud et Gaillard,2007-08-06T19:26:08+02:00,153,275,153
40308,919917.49,EUR,Benoit SCOP,2015-08-26T18:03:35+02:00,650,960,650
40309,4115.62,EUR,Dubois SAS,2013-10-07T06:02:54+02:00,619,566,619
40310,2356.66,EUR,Pierre SARL,2013-01-27T04:58:36+01:00,499,207,499
40311,1664.22,EUR,Breton GIE,2022-03-08T18:07:41+01:00,886,493,886
40312,5413.14,EUR,Guillaume SCOP,2004-02-07T18:56:10+01:00,859,937,859
40313,9815.76,BOB,Morin et Durand,2004-01-24T23:52:18+01:00,237,403,237
40314,8108.65,EUR,Perrot et Sanchez,2019-02-27T23:42:37+01:00,273,510,273
40315,6582.5,EUR,Dupuis SA,1999-10-18T23:43:50+02:00,547,146,547
40316,5662.36,EUR,Leroux SCOP,2011-01-01T14:28:14+01:00,475,355,475
40317,3299.16,EUR,Leclerc et Dupuy,2020-02-22T11:48:12+01:00,216,30,216
40318,8333.5,EUR,Vidal SCOP,2002-02-24T18:18:43+01:00,576,518,621
40319,9098.9,EUR,Gerard SARL,2018-06-27T11:55:11+02:00,114,810,114
40320,936959.24,EUR,Prevost et Deschamps,2022-03-10T19:44:48+01:00,49,64,49
40321,28263.05,EUR,Hubert EURL,2002-07-26T19:47:45+02:00,838,222,838
40322,5268.4,EUR,Giraud et Vidal,2005-02-02T03:30:47+01:00,308,870,308
40323,714.87,EUR,Fontaine et Richard,2023-07-26T08:56:34+02:00,325,327,325
40324,781.6,EUR,Dumas EI,2009-12-10T10:31:48+01:00,293,89,293
40325,1704.42,EUR,Gauthier SA,2009-06-19T22:39:12+02:00,219,605,219
40326,4674.69,EUR,Lucas et Carpentier,2021-09-04T05:57:22+02:00,572,718,572
40327,832.24,EUR,Guyot SA,2021-01-18T14:21:08+01:00,27,449,27
40328,9954.43,EUR,Riviere et Lacroix,2005-06-02T20:58:14+02:00,969,20,969
40329,6578.31,EUR,Maillard SARL,2014-11-22T12:11:02+01:00,190,62,190
40330,3705.51,EUR,Leclerc GIE,2010-04-14T16:14:39+02:00,962,348,962
40331,665.44,EUR,Lemoine SA,2023-01-31T19:29:23+01:00,370,587,370
40332,3305.24,EUR,Garcia et Andre,2019-04-26T12:51:24+02:00,568,319,568
40333,1727.25,EUR,Guillaume SA,2021-01-11T17:06:28+01:00,207,235,207
40334,5667.75,EUR,Roche SEM,2005-07-27T02:52:25+02:00,468,423,468
40335,7014.08,EUR,Da silva et Petit,2017-05-25T15:09:23+02:00,573,544,573
40336,6797.98,EUR,Mathieu SEM,2010-06-03T17:07:02+02:00,570,580,570
40337,6714.35,EUR,Dubois et Jacquet,2021-10-06T07:53:37+02:00,417,69,417
40338,2421.56,MXN,Thomas et Pons,2018-05-23T03:39:11+02:00,300,579,300
40339,5745.28,EUR,Guerin SARL,2016-07-02T16:56:00+02:00,752,772,752
40340,8388.81,EUR,Guillot et Robin,2006-03-07T19:12:16+01:00,309,867,309
40341,6620.34,EUR,Guyot GIE,2017-03-04T08:57:15+01:00,718,892,718
40342,2481.66,EUR,Renaud et Collet,2015-04-19T03:01:40+02:00,105,97,105
40343,7674.85,EUR,Carpentier SARL,2008-06-27T02:28:37+02:00,936,36,936
40344,5714.99,EUR,Meunier SEM,2011-06-06T23:35:23+02:00,617,380,617
40345,5585.75,EUR,Barbier et Lefebvre,2011-08-07T09:31:36+02:00,682,72,682
40346,5548.99,EUR,Roger et Perrot,2003-12-28T17:22:42+01:00,210,267,210
40347,9032.48,EUR,Bonnet SARL,2007-02-11T17:01:04+01:00,736,330,736
40348,8071.65,EUR,Fabre SARL,1999-08-13T23:32:37+02:00,215,264,215
40349,132.34,DKK,Pierre et Morel,1999-11-29T23:20:51+01:00,499,514,499
40350,5288.29,EUR,Bertrand et Meunier,2008-11-03T07:03:27+01:00,939,266,939
40351,325986.13,EUR,Le roux et Moreau,2019-01-03T19:19:11+01:00,912,513,912
40352,9579.41,EUR,Pons SCOP,2019-07-02T12:07:54+02:00,971,65,971
40353,7087.93,EUR,Cousin et Marchal,2005-07-04T01:57:00+02:00,621,437,621
40354,8130.52,EUR,Collet et Lefebvre,2000-01-14T13:26:26+01:00,45,66,45
40355,758497.83,EUR,Royer et Masson,2022-01-05T13:57:09+01:00,639,301,639
40356,7920.46,EUR,Dufour SA,2005-09-18T07:19:10+02:00,55,183,55
40357,8717.18,EUR,Gerard SARL,2003-08-25T17:18:34+02:00,348,602,348
40358,749.5,EUR,Prevost et Berger,2019-09-17T03:20:54+02:00,563,121,563
40359,8858.26,EUR,Breton et Bonnet,2011-10-25T13:40:32+02:00,674,181,674
40360,4877.52,EUR,Marchand et Baron,2014-04-24T01:56:06+02:00,469,381,469
40361,8829.29,EUR,Francois et Lemoine,2013-11-17T07:36:19+01:00,280,570,280
40362,8594.57,EUR,Roux SARL,2009-09-10T13:12:07+02:00,344,744,344
40363,8303.81,EUR,Colin SAS,2009-05-28T21:51:09+02:00,202,17,202
40364,404030.79,EUR,Le gall et Charles,2015-05-20T11:47:51+02:00,93,593,93
40365,1078.37,EUR,Vasseur et Guyot,2022-11-15T14:52:56+01:00,193,792,193
40366,5322.71,EUR,Lucas et Rolland,2014-02-03T14:46:05+01:00,243,299,243
40367,1695.67,EUR,Le roux SCOP,1999-07-01T11:46:14+02:00,406,904,406
40368,6239.18,EUR,Martinez SAS,2020-01-04T20:38:55+01:00,199,453,199
40369,841.04,QAR,Paul et Jean,2007-10-20T07:17:00+02:00,445,694,445
40370,4796.43,EUR,Andre et Leclercq,2023-09-11T07:14:18+02:00,7,774,7
40371,3195.21,EUR,Riviere SAS,2004-07-15T17:38:20+02:00,58,75,58
40372,2049.88,EUR,Leroy et Huet,2001-07-17T10:15:26+02:00,400,232,400
40373,9612.54,EUR,Caron SAS,2015-07-21T09:19:46+02:00,103,659,103
40374,2542.73,EUR,Carre SAS,2000-03-24T10:01:07+01:00,594,235,594
40375,5339.79,EUR,Michel EURL,2000-01-14T13:06:11+01:00,778,367,778
40376,9407.63,EUR,Martinez EI,2007-02-09T05:16:55+01:00,884,452,884
40377,7342.92,EUR,Simon et David,2022-04-11T21:04:49+02:00,729,420,729
40378,2156.32,EUR,Perez EURL,2014-11-05T14:05:26+01:00,63,177,63
40379,4713.15,EUR,Giraud et Rolland,2005-12-01T02:19:38+01:00,92,446,92
40380,2812.91,EUR,Renaud SARL,2015-01-14T17:06:10+01:00,480,183,480
40381,956.29,EUR,Morin SARL,2020-05-27T03:35:12+02:00,229,131,229
40382,2455.85,EUR,Robin SCOP,2001-03-02T06:59:42+01:00,882,374,882
40383,5801.59,EUR,Riviere et Leclerc,2020-04-05T17:47:02+02:00,48,143,48
40384,833865.28,EUR,Legrand et Prevost,2009-05-11T13:32:23+02:00,679,881,679
40385,59.74,EUR,Fournier et Arnaud,2003-11-09T10:44:38+01:00,541,9,541
40386,2995.59,EUR,Perez et Schneider,2020-06-18T15:02:41+02:00,238,945,773
40387,6568.17,EUR,Gauthier et Gautier,2020-07-15T09:46:56+02:00,302,210,302
40388,1167.8,BTC,Poirier et Dufour,2020-09-14T05:52:51+02:00,703,273,703
40389,120.36,EUR,Carpentier EI,2007-02-15T19:57:53+01:00,821,79,821
40390,2039.16,EUR,Francois et Carpentier,2022-05-17T16:41:24+02:00,661,780,661
40391,1155.74,EUR,Roger SARL,2022-09-18T02:47:15+02:00,314,95,314
40392,9989.98,ILS,Lecomte SEM,2006-04-28T05:13:50+02:00,473,804,687
40393,2723.26,EUR,Fleury SA,2013-04-03T08:24:45+02:00,556,828,556
40394,8815.66,EUR,Morel et Baron,2002-02-15T22:14:59+01:00,110,915,110
40395,6377.89,EUR,Roy et Vidal,2013-12-16T02:58:43+01:00,76,744,76
40396,9940.21,EUR,Pierre GIE,2001-08-15T02:19:15+02:00,19,423,19
40397,9626.25,EUR,Fontaine GIE,1999-08-22T20:17:56+02:00,618,233,651
40398,5982.69,EUR,Picard et Blanc,2014-02-04T16:43:40+01:00,546,527,546
40399,9875.03,SGD,Garcia et Blanc,2007-06-08T08:57:27+02:00,618,506,618
