name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales
Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,110000,0,0,10000
Scaler,GC,2004,Platform,Take-Two Interactive,30000,10000,0,0
Let's Ride! Friends Forever,DS,2008,Adventure,THQ,70000,0,0,0
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,310000,10000,0,50000
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0,0,110000,0
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,600000,310000,150000,110000
Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,70000,10000,0,10000
Tony Hawk's Motion,DS,2008,Sports,Activision,190000,0,0,20000
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,140000,10000,0,20000
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,Banpresto,50000,20000,30000,0
Jackass the Game DS,DS,2008,Action,Empire Interactive,60000,0,0,10000
Putty Squad,PS3,2013,Platform,System 3,0,10000,0,0
Max & the Magic Marker,Wii,2011,Platform,Unknown,0,40000,0,0
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,130000,0,0,10000
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,190000,270000,10000,0
Tropix,DS,2008,Puzzle,Capcom,60000,0,0,0
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,620000,480000,0,160000
Band Hero,PS3,2009,Misc,Activision,410000,240000,0,110000
Novastorm,PS,1995,Shooter,Psygnosis,20000,20000,0,0
Street Sk8er,PS,1998,Sports,Electronic Arts,370000,250000,0,40000
Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,70000,0,0,10000
Clock Tower,PS,1996,Adventure,ASCII Entertainment,70000,50000,380000,30000
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,210000,30000,30000
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,60000,50000,0,20000
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,20000,0,0,0
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0,0,20000,0
PilotWings Resort,3DS,2011,Simulation,Nintendo,400000,360000,130000,70000
Castle of Shikigami III,Wii,2007,Shooter,PQube,40000,0,0,0
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,60000,50000,0,10000
E0: Enemy Zero,SAT,1996,Adventure,Sega,0,0,410000,0
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0,0,610000,0
Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,450000,300000,0,50000
Life is Strange,PC,2016,Adventure,Square Enix,10000,30000,0,0
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,250000,170000,0,30000
LEGO Batman: The Videogame,PSP,,Action,Warner Bros. Interactive Entertainment,570000,460000,0,280000
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,170000,0,0,10000
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,30000,0
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,160000,0,20000,10000
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0,0,130000,0
Farmtopia,DS,2010,Simulation,505 Games,180000,0,0,10000
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,40000,0,20000,0
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,100000,0,0,10000
Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0,0,30000,0
Second Sight,XB,2004,Adventure,Codemasters,50000,20000,0,0
Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1080000,200000,0,200000
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,190000,20000,0,10000
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,250000,70000,0,10000
Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0,0,20000,0
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,60000,0,0,10000
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,40000,0
CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,130000,130000,0,30000
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,20000,0,0,0
Create,PC,2010,Action,Electronic Arts,40000,10000,0,10000
Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0,0,110000,0
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,270000,110000,70000,50000
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1060000,820000,50000,280000
Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,80000,0,10000,10000
Laser Blast,2600,1981,Action,Activision,370000,20000,0,0
Deepak Chopra's Leela,X360,2011,Misc,THQ,70000,50000,0,10000
Armored Core,PS,1997,Simulation,Sony Computer Entertainment,130000,90000,160000,30000
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1000000,30000,0,770000
Virtua Quest,PS2,,Role-Playing,Unknown,10000,10000,0,0
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,20000,10000,0,0
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,30000,180000,0,10000
Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,20000,0
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,350000,210000,0,50000
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0,20000,0,0
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,230000,180000,200000,60000
Daytona USA,SAT,1994,Racing,Sega,0,0,550000,0
King Arthur,GC,2004,Action,Konami Digital Entertainment,30000,10000,0,0
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,30000,20000,0,10000
The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,100000,0,0,10000
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,40000,10000,0,0
NFL Head Coach,PS2,2006,Sports,Electronic Arts,380000,10000,0,60000
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006,Misc,Sega,0,0,90000,0
God of War III,PS4,2015,Action,Sony Computer Entertainment,230000,290000,10000,100000
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,140000,90000,0,20000
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,190000,70000,0,0
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,20000,0
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,70000,100000,10000,40000
BloodRayne 2,XB,2004,Shooter,THQ,110000,30000,0,10000
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,60000,20000,0,0
Chaos Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0,0,30000,30000
Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,170000,0
Madden NFL 06,PSP,2005,Sports,Electronic Arts,690000,0,0,60000
Virtua Tennis 4,PC,2011,Sports,Sega,0,30000,0,10000
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,10000,100000,0,20000
Just Dance 2,Wii,2010,Misc,Ubisoft,5840000,2890000,10000,780000
Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,470000,110000,0,10000
Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,40000,30000,0,0
Fritz Chess,DS,2009,Strategy,Deep Silver,20000,0,0,0
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,260000,0,0,20000
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,140000,0,0,10000
Psychonauts,XB,2005,Platform,THQ,90000,30000,0,0
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,20000,0
Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0,0,10000,0
Trine 2,WiiU,2012,Platform,Atlus,0,30000,0,0
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,550000,10000,0,40000
Ultimate Spider-Man,DS,2005,Action,Activision,140000,0,0,10000
Tony Hawk's Project 8,PSP,2006,Sports,Activision,410000,80000,0,70000
Monster Force,GBA,2002,Shooter,Universal Interactive,30000,10000,0,0
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,70000,0
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,120000,80000,0,20000
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0,20000,0,0
X-Men Origins: Wolverine,DS,2009,Action,Activision,150000,30000,0,20000
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,30000,0
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,20000,10000,20000,0
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,70000,0,50000,10000
Battleborn,PC,2016,Shooter,Take-Two Interactive,30000,30000,0,10000
Dancing on Ice,DS,2010,Sports,Ghostlight,0,20000,0,0
Hakuouki DS,DS,2010,Adventure,Idea Factory,0,0,70000,0
Outlaw Golf,XB,2002,Sports,TDK Mediactive,220000,60000,0,10000
Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0,0,1370000,0
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,490000,160000,0,90000
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,80000,0
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,240000,150000,0,30000
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,60000,0,0,0
Pokemon Pinball,GB,1999,Misc,Nintendo,3020000,1120000,1010000,160000
MX vs. ATV Untamed,X360,2007,Racing,THQ,550000,80000,0,60000
Murdered: Soul Suspect,X360,2014,Action,Square Enix,60000,40000,0,10000
Sonic PC Collection,PC,2009,Misc,Sega,0,40000,0,10000
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,40000,30000,0,10000
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,910000,1000000,1030000,170000
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0,0,20000,0
Rooms: The Main Building,DS,2010,Adventure,Nintendo,100000,410000,10000,60000
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,90000,30000,0,0
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,,120000,40000,0,0
Xia-Xia,DS,2012,Platform,,0,20000,0,0
Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,90000,30000,0,0
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,10000,0,0,0
Golf,GB,1989,Sports,Nintendo,830000,330000,920000,40000
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,10000,10000,0,0
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,40000,10000,0,10000
Imagine: Ice Champions,DS,2007,Sports,Spike,150000,0,0,10000
Metroid Prime,GC,2002,Shooter,Nintendo,1960000,670000,100000,90000
Rugby 2005,PS2,2005,Sports,Electronic Arts,40000,30000,0,10000
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,90000,60000,0,10000
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,230000,40000,0,20000
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,90000,0,0,10000
Football Manager 2011,PC,2010,Sports,Sega,0,1010000,0,250000
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,90000,0,0,10000
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,20000,0,0
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,390000,10000,0,30000
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,50000,10000,0,0
Terraria,X360,2013,Action,505 Games,350000,310000,0,60000
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,40000,0
Disney Princess,GBA,2003,Platform,THQ,1040000,370000,0,60000
The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0,0,50000,0
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,120000,0,0,10000
Assault,2600,1982,Action,Bomb,210000,10000,0,0
Resident Evil 2,GC,2003,Action,Capcom,40000,10000,0,0
Smart Boy's Gameroom,DS,2007,Misc,505 Games,120000,0,0,10000
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0,0,50000,0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,30000,0
Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,80000,0
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,20000,0,0
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,20000,20000,0,10000
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,140000,0,0,10000
Sonic Colors,DS,2010,Platform,Sega,740000,500000,10000,130000
Unreal Tournament 2003,PC,2002,Shooter,Atari,0,10000,0,0
The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,80000,0,0,10000
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,250000,270000,0,60000
End of Nations,PC,2012,Strategy,Trion Worlds,10000,0,0,0
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,20000,10000,0,0
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,430000,400000,320000,180000
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,60000,50000,0,20000
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,30000,0,20000,10000
South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,170000,120000,0,20000
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,100000,80000,0,30000
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1540000,460000,0,80000
Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,100000,30000,0,0
Micro Machines V4,PS2,2006,Racing,Codemasters,10000,0,0,0
The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,60000,20000,0,0
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,90000,0
Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,610000,270000,270000,70000
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,360000,90000,20000,40000
G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,10000,0
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,20000,0,0,0
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory,0,0,10000,0
Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0,0,110000,0
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,30000,10000,0,0
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,90000,70000,0,20000
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,20000,130000,0,30000
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,210000,160000,0,50000
DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,10000,0
Bleach: Heat the Soul 5,PSP,2008,Fighting,Sony Computer Entertainment,0,0,80000,0
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,60000,40000,0,10000
Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0,0,660000,0
Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,770000,70000,430000,80000
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0,0,20000,0
Mathews Bowhunting,Wii,2010,Sports,Zoo Games,180000,0,0,10000
FIFA 17,PC,2016,Sports,Electronic Arts,0,50000,0,0
Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0,0,80000,0
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,10000,60000,0,10000
Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,3240000,1350000,2420000,430000
The Incredible Hulk,PS2,2008,Action,Sega,320000,10000,0,50000
Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,80000,0
Solitaire Overload,DS,2007,Misc,Telegames,390000,0,0,30000
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,40000,0
Gunbird,SAT,1995,Shooter,Atlus,0,0,60000,0
You Don't Know Jack,Wii,2011,Misc,THQ,200000,0,0,10000
Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0,0,80000,0
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,170000,10000,0,20000
Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,80000,60000,0,10000
Lode Runner,DS,2006,Puzzle,Hudson Entertainment,0,0,20000,0
Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,50000,0
Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,40000,10000,0,0
After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0,100000,0,30000
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment,360000,240000,0,40000
Sydney 2000,PS,2000,Sports,Eidos Interactive,150000,100000,0,20000
Center Ring Boxing,SAT,1994,Fighting,JVC,0,0,120000,0
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,130000,0
Final Fight: Streetwise,PS2,2006,Action,Capcom,30000,20000,0,10000
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,90000,10000,0,10000
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Konami Digital Entertainment,0,0,450000,0
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,30000,10000,0,0
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,90000,70000,0,20000
Skate 2,PS3,2009,Sports,Electronic Arts,460000,260000,10000,120000
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,20000,0
Madden NFL 2003,GC,2002,Sports,Electronic Arts,330000,90000,0,10000
Kirby's Pinball Land,GB,1992,Misc,Nintendo,870000,170000,1100000,50000
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0,0,40000,0
Donkey Konga,GC,2003,Misc,Nintendo,500000,160000,460000,30000
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,230000,240000,0,50000
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,150000,40000,100000,20000
Superman Returns,X360,2006,Action,Electronic Arts,230000,20000,0,20000
SpongeBob: HeroPants,X360,2015,Platform,Activision,80000,0,0,10000
Real Robots Final Attack,PS,1998,Shooter,Banpresto,0,0,70000,10000
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,40000,0
The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,280000,310000,50000,50000
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,80000,0,190000,10000
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,20000,10000,0,0
Tony Hawk's Pro Skater,GB,2000,Sports,Activision,900000,380000,10000,50000
The Sims 3,PS3,2010,Simulation,Electronic Arts,730000,970000,20000,340000
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,,380000,140000,0,10000
Disney's Hide & Sneak,GC,2003,Action,Capcom,30000,10000,0,0
WWE All Stars,Wii,2011,Fighting,THQ,110000,70000,0,20000
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,500000,110000,0,50000
Secret Game Portable,PSP,2010,Adventure,Yeti,0,0,10000,0
TMNT,X360,2007,Action,Ubisoft,470000,40000,0,40000
SplashDown,XB,2002,Racing,Atari,90000,20000,0,0
Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,170000,190000,0,30000
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,920000,400000,0,120000
Resonance of Fate,PS3,2010,Role-Playing,Sega,200000,220000,240000,90000
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,130000,0,140000,20000
Action Man-Operation Extreme,PS,,Action,,50000,30000,0,10000
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,180000,30000,0,20000
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,200000,70000,0,0
NCAA Football 11,PS3,2010,Sports,Electronic Arts,790000,0,0,60000
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,60000,0,0,0
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,80000,100000,230000,50000
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,60000,10000,0,10000
Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,370000,20000,0,0
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,60000,0,10000
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,50000,0,0
GRID,DS,,Racing,Codemasters,40000,10000,0,0
Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,90000,0,30000,30000
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,90000,0,10000,10000
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,310000,0
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,570000,300000,0,80000
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,40000,0,0,0
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,210000,80000,0,10000
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,50000,190000,30000,40000
The Sims 3,3DS,2011,Simulation,Electronic Arts,300000,370000,30000,70000
Mini Ninjas,DS,2009,Action,Eidos Interactive,170000,150000,0,40000
Backyard Baseball,PS2,2004,Sports,Atari,240000,190000,0,60000
NBA 2K17,X360,2016,Sports,Take-Two Interactive,40000,0,0,10000
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,110000,0,0,10000
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,260000,110000,0,40000
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,760000,0
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4340000,1350000,60000,610000
Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,170000,200000,0,40000
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,10000,0
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0,0,660000,0
Megamind: Ultimate Showdown,X360,2010,Action,THQ,70000,40000,0,10000
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,230000,150000,0,30000
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,80000,10000,0,10000
Resident Evil 4,PC,2007,Action,Ubisoft,0,20000,0,10000
UFC: Tapout 2,XB,2003,Fighting,Capcom,80000,20000,0,0
Imabikisou,PS3,2007,Adventure,Sega,0,0,40000,0
Anubis II,Wii,2007,Platform,Metro 3D,60000,0,0,0
Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,160000,60000,0,20000
Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,10000,0
Godzilla: Save the Earth,XB,2004,Fighting,Atari,100000,30000,0,0
Pro Yakyuu Famista DS,DS,2007,Sports,Namco Bandai Games,0,0,100000,0
Ski and Shoot,Wii,2008,Sports,RTL,40000,40000,0,10000
Mario Tennis,3DS,,Sports,,0,0,20000,0
Doom 64,N64,1997,Shooter,Midway Games,380000,80000,0,10000
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,80000,160000,0,50000
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,140000,280000,0,40000
Summoner,PS2,2000,Role-Playing,THQ,250000,200000,0,70000
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,30000,0,0,0
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3190000,920000,10000,420000
Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,370000,0,0,30000
History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,50000,0,0,0
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,Mentor Interactive,290000,0,0,20000
10 Minute Solution,Wii,2010,Sports,Activision,60000,10000,0,10000
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,40000,0,0,0
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,40000,0
Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,190000,150000,0,50000
Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,30000,30000,0,10000
Demolition Company: Gold Edition,PC,2011,Simulation,,0,20000,0,0
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,290000,330000,0,10000
Crazy Machines,DS,2008,Puzzle,DTP Entertainment,0,30000,0,0
"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,170000,120000,0,20000
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,30000,10000,0,0
Madden NFL 06,GC,2005,Sports,Electronic Arts,440000,110000,0,20000
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,20000,0,0,0
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,10000,0,0
Rayman Origins,Wii,2011,Platform,Ubisoft,230000,290000,0,70000
Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0,0,80000,0
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0,0,190000,10000
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,80000,60000,0,20000
Legend of Mana,PS,1999,Role-Playing,SquareSoft,180000,130000,730000,70000
Drakengard,PS2,2003,Role-Playing,Square Enix,190000,150000,260000,50000
GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,50000,40000,0,10000
Barbie Explorer,PS,2001,Platform,Unknown,80000,50000,0,10000
War for the Overworld,PC,2015,Strategy,Unknown,0,10000,0,0
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,630000,490000,450000,170000
de Blob,Wii,2008,Platform,THQ,500000,370000,0,100000
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0,0,120000,0
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0,0,110000,0
Solitaire Overload Plus,DS,2010,Misc,Telegames,160000,0,0,10000
Ghostbusters (2016),XOne,2016,Action,Activision,20000,0,0,0
Piglet's Big Game,GBA,2003,Platform,THQ,40000,10000,0,0
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,60000,0,0,0
Legoland,PC,1999,Action,LEGO Media,0,10000,0,0
